Text,Sentiment (POS/NEG/NEU)
ik kam karo abhi mery ghr ajao,Neutral
fajar k baad beth jaingy wahan ja ker tou shaid mil jai,Neutral
Fajr m kholaingy nhi.hum gate p hongy,Neutral
Fajr may hmaray lia khlen gay?,Neutral
yaad aya kuch,Neutral
Dil k armaan ansu main behh gayee,Negative
Main to kabhi na jaon sale pe ab...,Negative
Wo b agha Noor ki,Neutral
kbhi full price ma b kch lelia karo,Neutral
faida kyn na uthaien,Neutral
zillat k agha noor ,Negative
izzat ka Gul ahmed,Positive
ek or drama,Neutral
Aga noor ke liye kuch bhii,Positive
sorry mri tarf sy,Positive
tni jaldi har maan li,Negative
Khali hath wapis hi ana hai hum ne.,Negative
Izzat se without sale mai purchase karlenge,Positive
hmary lye ye he sahi hai sale humary lye nahi hoti,Negative
iska matlb tum already dhakky kah ae ho,Neutral
Behn dhaky nahi pary humy allah ka shukar,Positive
hum kisi ko dhaka dy nahi sakty is lye jany ka koi faida nahi,Negative
Bilkul bhe nahi.... Khaadi ki videos nahi dekhi kiya?,Neutral
Waisa hi haal ho ga yahan per bhe,Neutral
"sahi keh rahi ho, phir tum 3:30 am tuk shopping krti rehna agha noor per",Neutral
Ab Bs yehi kaam reh gaya hai,Neutral
phr new video ayegi aurton k selab ki.,Neutral
shamaim samjh gai k maine islye tag kia tha,Neutral
Chalo aik bar sab sath chalty hain masti karnay,Neutral
Kal he chalo,Neutral
Behan sirf khoen gy nhi behosh b hn gy sath,Negative
Han yar waqai kal chaltay hai chalo sb sath,Neutral
kaun jain milna kuch nahe,Negative
mei bhi isi tarah hi hansi,Positive
Jina lotna tha lotliya tha us din,Negative
Awam pagal hojayegi,Negative
sachii touba hai aisi sale sy,Negative
insan sale k bagair hi lay lay,Negative
Sana sufinaz p flat 70% off hai,Neutral
Ap log mere liye achi si kurti le ana,Neutral
Yar ab karachi chlay jtay hain,Neutral
Touba touba..kuto wala hal hota h,Negative
Hamari nani c Jan hai . humara flat 50 main Kiya kaam,Negative
Mai ja rhi hu lucky one kal..aur 11 PM pe wapas aongi,Neutral
Subha chal rhi tou chalo.,Neutral
"Suno tmhe kal bht sara kaam hai..tou apne ""kaam se kaam rkho""",Neutral
Suno mene aj he kaam krlya hae sara okay,Positive
Tou kal b kaam hi karna hai,Neutral
Ap kro kaam. Aur bnao kuch,Neutral
Nahi koi event nahi hae.,Negative
bhoooki.. laalchi..dhoKeybaaz..farebi..nautankii,Negative
Maska lagana koi tmse seekhey,Neutral
Allah bchae sale se,Negative
Ab kya faida,Neutral
Shopping kr li is ne ab Kya faida,Neutral
Han agha noor k dresses mngva lie ami se is ne ab kia faida,Neutral
Lukcy One me harr cheez pe sale lagri hai ajao foran,Positive
Tabahii machi hogi aaj,Negative
kahin to hum b jayen,Neutral
Lo jee. Har week ka tamasha hogaya hai. Road block ho jata hai mera,Negative
Na kro yaar jayega kOn,Negative
Mujhmain himat nahi doors tor k ander jane ki,Negative
Yar flat 50 p na gulshan chowrangi taq log hoge,Neutral
Aam publc to nai hge bechne wle hge,Negative
Astaghfirullah Allah bachaay aisi sale say,Negative
Faida nae hai boht rush tha,Negative
Phir sa tu idr nai ha,Negative
Aur yeh lucky mall mein hai,Neutral
Choro bhei kon jaega itne rush me,Negative
Chalna hai kia,Neutral
is bar ma bhi boxing gloves phen k jump laga dongi don't worry tumhara birthday gift bhi to due hai mujh pa,Neutral
Mere liye b pakar lena frcok style walay aur achay achay colors k small and medium,Neutral
Tum jaldi ki flight pakar k aajao bus,Neutral
pata hai jani,Neutral
Tujhy islye mention kya,Neutral
Tujhy to ek dhakka lagayga ga to tu ghar pohnch jayegi,Negative
himat nhi hai,Negative
Behn wahi reh lete hai jaa k,Neutral
Gae tou zror le aongi,Positive
Phr le aow mri ek kurti,Neutral
"Kia krooo,,, q tag krti ho",Neutral
Dirham bhj do bus baqi hum kr lain gye tum kuch na krna,Neutral
yahan to dinars hotay hain,Neutral
Yh kise bhi blue whale challenge sy kam nae,Neutral
gift de rhe humein,Positive
Han thek hai tmlog ley au meri taraf se,Neutral
Apka naam lele hum,Neutral
k naam per crdt card se paise nikal len aap hum 10 ya 12 shirts le ate hai phir,Neutral
Han han q nhi tmlogo se burhke hai kia,Neutral
itna bara dil hai apka,Positive
Wo abhi tmhe pta hi kaha hai,Neutral
han haina hum se bardh kar bhi,Neutral
Kareb hai chli jana try kr acha ho kch to hmarey lye b uthalena,Neutral
Jitna pata hai kaafi hai,Neutral
Niklo waha se aur yahan ao lucky one,Neutral
sath mai bhi ajati hu,Neutral
chl try krti hu agar nikal ski to msg krti hu phr,Neutral
teri meri treat hogay,Neutral
aisi bat nhi hai yar mai kch aur kam se nikli hui thi tum jaker try to krti,Neutral
Try kyn karni hai pasand agaee hai ab aap k ane ki dair hai ye bhi kaam hai,Neutral
Haseeb ajaye phr mai ati hu,Neutral
bahen kb kaam aengi ye hoti hi isi liye hai,Neutral
Allah mian sab ko aql e saleem ata farmaye,Positive
Kash yeh log khud ghar pohncha dyte,Neutral
me phone krdungi agha ko. phnch jayengay tumharay ghar. don’t worry,Neutral
Bus theek hai,Neutral
kuch nahi mila line may khardhey khardhey wapis,Negative
Matlub kal sana safinaz aur agha noor tabah hone wale hain,Negative
"Sochna bhi mat , janay Kay baray may !",Neutral
Rush m ni jana yr,Neutral
Mai shayd shaheed hojaoongi,Neutral
Apna apna budget batadain sab..,Neutral
Main bhi line main hoon,Neutral
Hum jayengy na tou es dafa rush wali pic mai hum bhe hongy,Neutral
Khaadi wala haal hoga....jo kapre behney hue honge woh bhi phat jayen ge,Negative
lgta hai bank sy loan lna pry gaa,Neutral
"Kal bht se sale hn lucky one pr,sana safinaz pr b flat 70%",Positive
ap aye ga hum apku bhejain gy,Neutral
Mei muqaabla krke le hi aungi kuch na kuch jaahil orton k beech se,Negative
Idher saree boutique wali ladies shopper bhr bhr ky lejatee hn kisee r k liye kuch nh bachta,Negative
Mall of sialkot men hai na...wahan pr jao.. 1st floor pr shayad..,Neutral
agha noor waly apko bhwt miss karin gy,Neutral
mere lya b kuch le leana,Neutral
koi discipline nai tha boht bura haal tha ladies ka,Negative
Agr ap log sale lgaty hn to kindly koi discipline hona chahiy,Neutral
Meri advice h sale py ja k time waste krny or khud ko thakany k ilawa kuch hasil ni ho ga,Negative
Koi wajib aur farz nahee hai,Neutral
isi liye Nahi jaatay sales Pr,Negative
Kitna afsoos hai aap ko,Negative
Kuch milay to jayain bhi.,Neutral
loot machi hoti hai kuch bhi haath nahin lag,Negative
paata aisay vehshiyon ki Tarah khawateen larh katt rahi hoti hain wahan,Negative
jab Pakistan aaye thay tb daikha tha,Neutral
"ee andaaza hai, aap ka Darul sukoon",Neutral
Canada main bhi hamaray log yehi haal kerainge aisi sale ka..,Neutral
kuch log aadat se majboor,Neutral
kuch ko lagta hai ke aaj nahin mila to kabhi milay ga,Negative
Khawateen kay shooq hain guriya baji,Neutral
hum tu ik kameez ko jab tak ghiss naa lain tu agay nahee barhtay,Negative
"yeh khawateen hi Kay unlimited shauq hain,",Neutral
Allah mujhko balkay sabko is naiki main kamyaab keray. Ameen,Positive
Allah hidayat de khawateen ko.,Positive
Bhai mery choty choty 2bachy Hai main 12 bajy nahi 2 bajy a jaoo ge phr door open kary,Neutral
ab is dafa kitna ha exctly,Neutral
ogo ko kafi hope hojaty ha and ja jao to 10 percnt sale,Neutral
agr centaurs mall me b hui to kesy jayn gy,Neutral
agr apni leny gae to u ki b ly loon ge.,Neutral
dua kro zyada days sale ho q k jb ami k ghr jaun ge tb jana h...,Neutral
Kyu sasural sy jayen mian ki jaib halki krwayen,Neutral
"jahan sy b gae, jaib to inki he halki honi h",Neutral
jaldi se ajao,Neutral
Kher sale pr tu janay wala.haal ni hoga,Negative
kuch b nai milna im sure of this,Negative
but wo log sab dresses ander rak kay kahtay katam han,Negative
Ya Allah tera shukar hai.,Positive
me tw jaa b nahi rahi thi,Negative
phr ksky sath jarae t yeh larki,Neutral
Chlo phr apna he bnalete sunday ka,Neutral
Aunties nahi kuchlengi?,Neutral
Mujhay kuchalna mushkil hai,Negative
Tum ko toh haath se masal sakti hain,Negative
Phir jaayen k nahi?,Neutral
Mai aaj tak aisi sales mai gai nahi hon,Negative
koi experience nahi hai,Negative
Prso jaungi zroor,Neutral
Mujeh pata ta tm jaogi tbi tag kea,Neutral
ap log to suba 9 bajay hi chalay jana,Neutral
Hayee sai baat he,Positive
tu ny to ly liay hain,Neutral
Changa hi huya os hajoom main tu meri laash bhi na milay,Negative
Yai bhi sai ha,Positive
meray liye bhi shopping lr lena,Neutral
Wahan jo halat honi ha us se behtar full price lena ha,Neutral
konsy achy hoty haen in k dresses,Neutral
Tariq road k pas koi outlet hai apka?,Neutral
Sahi kah rahe ha yar mara mare,Negative
Lhr branches pay ha ya ni,Neutral
Sale kitny din tuk chalegi..,Neutral
ajaoo kal chalty hain!!!!!,Neutral
Sale ik din ki thi ya abi chal rae ha,Neutral
kachra pra hua tha...,Negative
50 % me kachra he hna tha,Negative
Abi jana h shopping krni hubby k sath,Neutral
hi baji bs duaen chhayen,Neutral
chal rahi ho phr,Neutral
mairee lite khuch lay laina plz,Neutral
ab to la lay,Neutral
izhare muhabat ka acchha moqa ha,Positive
Abhi kuch din baad,Neutral
Rush b akheer hna,Negative
kuch nai milega kisi ko,Negative
Sahi baat hai,Positive
Bhr waley taras rahey hain,Negative
ye sale wesay fit hai,Positive
Sale tak tau theek hai but jo kuch sale may karti hain auntiyan tauba hai,Negative
Itna patience nhi meray mai,Negative
Itna patience nhi meray mai aisi batmeezi hoti toba,Negative
Aunties toh waisey pagal hoey hoti hai wahan par.,Negative
Sale par pata nahe kya haal ho ga,Neutral
ab tou karna hee parhega,Neutral
but mein apna commission rakhoongee,Neutral
jaan ki baazi lagaani parhti hai,Negative
ub itna na rakhna K mjhe sale ka faida he na ho,Neutral
Le ao achi offer hay,Positive
Tu agr chahti hy shaheed hona tu chal mei tyar hu,Positive
isi bahany shaheed ho jaen gy janat hi mil jae gi,Positive
jannat nhi chitrol mily gi,Negative
jab mama aye gi tab kro gi,Neutral
Bhen ab wo himmat nai sale me jane ki,Negative
behn ki khatir chalii jaaon,Neutral
Beta itna rash hoga,Negative
me tmh sale k baad ladugi,Neutral
Main aj hi ayi hun ab himmat nai hy itne rash mai jane ki.,Negative
plz mery liye b ly lynaa medium mey,Neutral
Pta nai jate bhi hain ya nai,Negative
Tum logo ka wese b off ha,Negative
Tu unlucky mall jaye,Negative
Kal hai na saturdah yaar,Neutral
Dila rai ho.,Neutral
Han chlen main dila dyti hu,Positive
Ap chlen toh sahi,Neutral
Yaar kash waha hoti,Neutral
faislabad mai bhi agha noor start kren,Neutral
7 k bad waly week na chalen,Neutral
Kab say kab tak hay,Neutral
Ordr pohchny me kitna time lgta,Neutral
Bohat khoobsurat,Positive
aik muje bhi le de,Neutral
Mje sach mei lena h,Neutral
Lucky mry lye b ly lo mn apko payment bjh dun gi,Neutral
Nhi Lena,Negative
Please mje gift mt do itne m thak gae hn ab or nhi pleaseeee,Negative
janemn price sun kr khush ho rhi hu bs,Positive
Waisy acha h ya bs so so h,Neutral
Obviously acha h,Positive
lekin koi function nhi h,Negative
Yr online nae ha inki shop lhr sa mily ga tujy,Neutral
Han fit hai.. mujhay b barai achi lagi thi,Positive
Store py hoga hi nh.,Negative
ja k poochygybto bol dengy out of stock,Negative
Nida mere lie bhi le lena...,Neutral
phly ye mjh bta dain k in ki outlet m hai phir decide kerty hn,Neutral
Na meri jaan kal kis ny daikhi abi jati hun,Neutral
jaldi niklo gher sai mai i,Neutral
tou or kia subah kis ny daikhi,Neutral
Ma ny dekhi hy subha,Neutral
Wesay b in ka stock daily new ata hy,Positive
ho sakta ha kal ki na daikho phr kia ho ga,Negative
Agha noor ne friday pe koi sale ni di,Negative
Gujranwala me kab agha noor aye ga ??,Neutral
Kia online order kar sakty hain dresses k liay,Neutral
ghatiya,Negative
niklo yaha se,Negative
ap dosri larkiyon k kaprey dekh k hasad karna choor dein,Negative
tm yeh kurti dkho,Neutral
ab nhi milna,Negative
Oct ka design hai,Neutral
Ammi meray liay yeh le len agar mil jae,Neutral
phr aa gya ab chk kr,Neutral
stuff Kia hy,Neutral
Agr is kurte k st dupata or trouser b kr k den to kitne ka ho gs,Neutral
kiya yh 3 piece h?,Neutral
tu phir kab deliver kerwa rahe ho ghr pe,Neutral
jab tum kaho deliver ho jheyga,Neutral
phir aisa na kehna mai mazak kr rhi thi,Neutral
chat pe marey msg's nahi aying,Neutral
agar kissi ne yeh khareed liya hay to plz bata de iss ki price aur kia yeh three piece hay?,Neutral
ye wala dekhna,Neutral
Ok paisai bhaij do,Neutral
Chalo jee mubarak ho Sialkotiyooo,Positive
Ab to Allah dey aur banda ley wala haal ker dena hai Sialkotiyoon ney,Neutral
.mary liya winter ka aik acha sa dress.select kar laaa,Neutral
visit kar ka ana.mary liya bi aik acha sa dress lana,Neutral
Chakr laga to karo gie check...,Neutral
Haan jana phr a kr mujhy bi btana,Neutral
Aisey kro tum jao aur phir aa kr humy bhi Batao,Neutral
to fr kia irada ha,Neutral
Mjhy nazer e nai aya,Negative
Ye comment yahan ho gaya,Neutral
Ya me pagal ho gaya ya fb,Negative
Jb tak sargodha me bne ga tb tk hm budday ho chuke hon ge,Negative
Nai yr..esi baat ni..sgda b itna branded ho gya h apna ab to..,Positive
wese tm lahore sy jo manga leti ho.,Neutral
phr shadi ho k b lahore he ana h tm ny inshaAllah,Positive
Kam phir bhi acha chl rha h,Positive
.tu ny dec men phnna na..us sy phly ajay ga inshaAllah,Positive
Inko allah poochy ga,Negative
Ab hum agha noor k lia isb and lhr nai jana pry ga,Neutral
ao mzaa krain gy hum,Neutral
Abi to open hua hai... haaan jaon gii abii tkk dekha nai hai main ne,Neutral
behan toot Prna shop ki opening py,Negative
Byhn mn ny abi dykha hy,Neutral
Sameer ko bta diya hy mn ny k Agha noor in sialkot,Neutral
mn ne ja sktiiii,Negative
.chorun gi ne,Negative
Bas theek hai ab agy sy na galati ho,Neutral
Jana to hai he..dekhu gi,Neutral
ab hmry hubby sale sy bhht dooooor rkhty hmain,Neutral
wo khadi k experience k bad alert hogai hain,Neutral
mjy pak ja lainy do,Neutral
Es mall mai kafi karachi k brands open howai hai..,Positive
Hum Bhi Han dunia ma,Neutral
tmne khush he hunaa tha.,Positive
Main gai wahan sab kuch hatam hogya hua tha.,Negative
lhr main bi yehi sab hta haii..,Neutral
Chal daikhti hn aj ja k.,Neutral
Aj finally nikalti hn,Neutral
meri lye kuch le liana yaar its my BD,Neutral
Bs inhe harkton ke waja sy mn bhar nai jati,Negative
Warna her brand mery ghr sy 2-3 min ke drive pe ha,Positive
Aagha noor ki kurtiun ki pics inbox karden,Neutral
apki bahadurabd wali branch bnd hgyi kya,Neutral
ya mil skta ha,Positive
Maine tou kuch nh lena,Negative
Many lena hyna,Neutral
Ramsha ko lejao subha 12 bajy,Neutral
Ap kabhi Chicago nhi aty.,Negative
suba phnch jana time se,Neutral
Pohnch jaun ge ye bta do kitny suit ly do ge,Neutral
ap k naap k jitny b hwy,Neutral
Ap ko jana parayga,Neutral
Mjhy bhi lelena larkioo,Neutral
Han chaloo tumhay ly kr jaingay,Neutral
sahar shoki mai lay ai hn,Neutral
Yeh hai wo bol rahi thi dress,Neutral
Yah wala same yahan ah,Neutral
Ya to abi aya e nai,Negative
persn ik frnd ke shadi ha to its emergncy,Neutral
limelight ka whi style ha ik e.. aj jati hn phr daikhti,Neutral
han jati aj ma daikhti hn,Neutral
Apia main to fsd main hun.,Neutral
Eid collection kb tk aye ga?,Neutral
ye lahori antiyaan sale pay kya kya kerti hen...fight wrestling sb dekhnay ko milay ga,Negative
sapphire ki sale py hal dykha tha,Neutral
Koe faida ni,Negative
Kch milna nhi.,Negative
mri souch sy bi kaam,Negative
ery disappointed .. kia faida aisi sale ka,Negative
yahan b aien sb brands,Neutral
Bht tym lge ga,Negative
yahi 3 4 e naimat hain,Positive
bhago yahan c,Negative
Rat ko e tm poch ri thi,Neutral
Kr de phr gft ek kurta,Neutral
Result mera aye hain tera nhii,Neutral
M ny kllll b agha nooor ka pehna hua tha jab m party m gai hu,Positive
a g le apni zindagi,Positive
Paisay finish hai kahn.sy jeeoun,Negative
Allah ye din b kisi ko na dikhaye,Positive
mere liye woh grey shirt ly lo,Neutral
Q sale laga k aurton ko jhungli bnny py majboor krty ho,Negative
Double payment dy do bhai mgr sale mei na jao,Negative
Zalil ho k branded kapry phenny py maza alag,Negative
Lo g abhi to ek.buy kia hai,Neutral
batana mujhe b,Neutral
yr yaha pr aghanoor shop ni ha,Negative
Kuch nai tha bekaar,Negative
Laina kya hai,Neutral
Sidra ajj tu tumhara parao emporium Mai hi hon chaye,Neutral
"ar agha noor tou ab ""us"" ne b le lia",Neutral
Itne rush main koi shoq nahi,Negative
lekin jab ye phochti ha sara khali ho choka hota ha,Negative
Tou waqt se lekr jaya karo na,Neutral
kal hi keh rhy thy apko k Agha Noor pe sale q nahi lgty aaj lag gayi,Neutral
lga di inho ne b,Neutral
ja k mry lye shopping kro,Neutral
Kuch hath nae ana,Negative
sahi bat ha,Positive
Kal new stock aye ga,Positive
Is model ko goli mar,Negative
Online discount nahi hai kiya,Neutral
Yeh tha hi nae.,Negative
aur hain kiya,Neutral
umhari khushi mey dekho kya kya tayyRia ho rahi hai,Positive
Hai hai sadqay jaoo,Positive
Pohuch jaoo inshallah aik dafa bus phir dekho,Positive
Eid sy phly nhe.mil sktaa?,Neutral
mujhy ye frock eid k liye chaye,Neutral
lz price bataye or ye bhi bataye k eid sy pehly ready ho jay ga?,Neutral
Yaar price Bata do ...had hai,Neutral
mein job ka keh rahi thi,Neutral
mny nhi pra sirf shirt dekhi the,Neutral
Abi inko wait krny do waddi designer ka,Neutral
lay kay day rahi hu?,Neutral
dekh li ha sales ki ha ye not marketing,Neutral
Muft mae kapre milain ge,Positive
Hamain kapron se concern hai.,Positive
v send ki hai pta nh ab kia hta,Neutral
Tum bhi krdo,Neutral
Yh Lena tm boldia hy,Neutral
likha howa hai drop a cv,Neutral
Le lo eid k lye,Neutral
Sirf kurta 4000 ka ha ya sth mai trouser b ha?,Neutral
Han yee chiz lo,Positive
Baji jan ap jain or in se kuch buy kr lain eid k lye.,Neutral
to koi b new buy krna h nhi kya?,Neutral
ink pas bohat achi ready-made kurtis hoti hain,Positive
Dolmen mall me outlet hai inka i think 2nd floor,Neutral
Price b mention Kiya Karin sath,Neutral
Bahadurabad bnd hogya ha,Negative
